1465272912262, 1000
1465272913015, 1125
1465272913768, 687
1465272914521, 395
1465272915274, 382
1465272916027, 378
1465272916780, 377
1465272917533, 376
1465272918285, 376
1465272919037, 375
1465272919789, 375
1465272920541, 375
1465272921293, 375
1465272922048, 375
1465272922804, 375
1465272923559, 376
1465272924314, 376
1465272925070, 376
1465272925825, 376
1465272926577, 376
1465272927332, 376
1465272928713, 188
1465272930095, 188
1465272931475, 188
1465272932855, 188
1465272934235, 187
1465272935615, 187
1465272936367, 375
1465272937122, 376
1465272937878, 376
1465272938634, 377
1465272939388, 377
1465272940144, 377
1465272940900, 377
1465272941656, 377
1465272942412, 377
1465272943167, 377
1465272943923, 377
1465272944679, 376
1465272945434, 376
1465272946189, 376
1465272946945, 376
1465272947701, 376
