new client!
new client!
1465269890072, 1000
1465269890825, 1126
1465269891578, 689
1465269892331, 394
1465269893084, 381
1465269893837, 377
1465269894590, 375
1465269895343, 375
1465269896096, 375
1465269896849, 375
1465269897602, 375
1465269898355, 375
1465269899108, 375
1465269899861, 375
1465269900614, 375
1465269901367, 375
1465269902120, 375
1465269902873, 375
1465269903626, 375
1465269904378, 375
1465269905130, 375
1465269905882, 375
1465269906635, 375
1465269907387, 375
1465269908139, 375
1465269908891, 375
1465269909643, 375
1465269910395, 375
1465269911147, 375
1465269911899, 375
1465269912651, 375
1465269913403, 375
1465269914781, 189
1465269916158, 188
1465269917849, 0
1465269919540, 0
1465269921231, 0
1465269922922, 0
1465269924613, 0
1465269926304, 0
1465269927995, 0
1465269929686, 0
1465269931377, 0
1465269933068, 0
1465269934759, 0
1465269936450, 0
1465269938141, 0
1465269939832, 0
1465269941523, 0
1465269943214, 0
1465269944905, 0
1465269946596, 0
1465269948287, 0
1465269949978, 0
1465269951669, 0
1465269953360, 0
1465269955051, 0
1465269956742, 0
1465269958433, 0
1465269960124, 0
1465269961815, 0
1465269963506, 0
1465269965197, 0
1465269966888, 0
1465269968579, 0
1465269970270, 0
1465269971961, 0
1465269973652, 0
1465269975343, 0
1465269977034, 0
1465269978725, 0
1465269980416, 0
1465269982107, 0
1465269983798, 0
1465269985489, 0
1465269987180, 0
1465269988871, 0
1465269990562, 0
1465269992253, 0
1465269993944, 0
1465269995635, 0
1465269997326, 0
1465269999017, 0
1465270000708, 0
1465270002399, 0
1465270004090, 0
1465270005781, 0
1465270007472, 0
1465270009163, 0
1465270010854, 0
1465270012545, 0
1465270014236, 0
1465270015927, 0
1465270017618, 0
1465270019309, 0
1465270021000, 0
1465270022691, 0
1465270024382, 0
1465270026073, 0
1465270027764, 0
1465270029455, 0
