new client!
new client!
1465276489743, 1000
1465276490996, 890
1465276492249, 794
1465276493503, 756
1465276494756, 724
1465276496009, 696
1465276497262, 671
1465276498515, 649
1465276499768, 630
1465276501021, 613
1465276502274, 599
1465276503527, 586
1465276504780, 575
1465276506033, 565
1465276507286, 557
1465276508539, 550
1465276509792, 543
1465276511045, 537
1465276512298, 532
1465276513551, 528
1465276514803, 524
1465276516055, 521
1465276517307, 518
1465276518559, 515
1465276519811, 513
1465276521063, 511
1465276522315, 509
1465276523567, 507
1465276524819, 506
1465276526071, 505
1465276527323, 504
1465276528575, 503
1465276529827, 502
1465276531079, 501
1465276532331, 500
1465276533583, 500
1465276534835, 500
